number,avg_air_pressure,avg_air_temp,avg_wind_speed,max_wind_speed,rain_accumulation,rain_duration,relative_humidity
42,921.5,49.55,1.7448132,2.684328,1.53,5420.0,34.35
43,914.9,64.688,5.6594582,6.8674058,0.0,0.0,43.37
44,924.2,68.882,9.8872748,11.8781514,0.0,0.0,14.23
45,914.54,67.658,8.2543086,10.849159,0.0,0.0,35.05
46,917.9,65.66,6.0621074,6.5094954,0.021,319.0,74.22
47,916.05,87.188,1.565858,2.5948504,0.0,0.0,12.88
48,920.23,67.316,1.230317,2.0803542,0.0,0.0,13.89
49,923.6636768,69.03107042,7.55777528,8.819354482,0.0,0.0,14.69250133
50,921.9,65.876,4.4962494,5.3239172,0.0,0.0,10.35
51,918.58,76.982,1.3197946,1.9461378,0.0,0.0,15.54
52,922.36,74.336,4.1830778,6.9121446,0.0,0.0,12.48
53,922.928409,68.92146556,9.7874074,13.33468856,0.0,0.0,8.082800654
54,923.01855,70.33053243,3.059696039,4.269037625,0.0,0.0,22.85968417
55,916.42,45.014,3.0646078,4.809421,8.74,7000.0,57.71
56,922.57,45.626,5.2120702,6.0173686,0.0,0.0,85.71
57,920.03,66.992,2.460634,3.3106712,0.0,0.0,29.89
58,919.09,76.766,1.2974252,1.8119214,0.0,0.0,19.74
59,916.18,61.304,1.7224438,2.5277422,0.0,0.0,78.78
60,917.8,73.778,0.9395148,1.5434886,0.0,0.0,11.48
61,918.54,46.652,16.4862478,18.0297364,0.08,1153.0,91.36
62,918.24,61.988,4.4515106,5.8384134,0.0,0.0,60.65
63,917.02,53.258,3.131716,4.4515106,0.0,0.0,25.09
64,919.41,78.314,3.7580592,5.3910254,0.0,0.0,29.71
65,921.29,83.228,2.6619586,3.5567346,0.0,0.0,16.5
66,922.06,61.754,10.4241404,13.42164,0.0,0.0,17.7
67,925.5882714,66.35298837,17.52793246,20.97118326,0.0,0.0,14.4246214
68,917.58,69.368,6.9568834,8.6345884,0.0,0.0,28.63
69,922.2062329,57.03648251,12.38532935,15.78933106,0.0,0.0,14.9694299
70,917.7625807,82.06433413,2.234508146,3.206254488,0.0,0.0,16.57866197
71,925.0971257,57.13349912,14.61830695,19.21431385,0.0,1.540448294,18.64230606
72,920.7428234,74.51537627,13.87609399,16.98617834,0.01,75.86295265,9.406636211
73,916.75,54.572,1.5211192,2.2816788,0.0,0.0,89.84
74,922.79,53.978,1.8566602,2.6395892,0.02,180.0,17.39
75,920.1,53.492,13.4440094,15.3677778,0.0,0.0,31.47
76,922.0704549,76.74220082,3.771458562,6.004160988,0.0,0.0,13.56782358
77,921.61,38.138,4.5186188,5.5252418,0.0,0.0,29.8
78,916.22,68.252,9.9320136,11.1623306,0.0,0.0,24.66
79,915.57,61.34,4.8988986,5.5028724,0.0,0.0,13.89
80,916.8,65.444,3.5567346,4.7199434,0.0,0.0,21.61
81,917.46,58.298,5.9055216,6.934514,0.0,0.0,25.76
82,925.74,49.55,2.3264176,3.4001488,0.0,0.0,69.78
83,917.67,43.862,5.8384134,7.270055,0.0,0.0,85.18
84,920.93,63.824,7.6503348,8.5674802,0.0,0.0,20.63
85,916.82,50.288,2.684328,3.4225182,0.47,1030.0,58.73
86,917.2683056,85.66162976,2.158058057,2.829140057,0.031174102,70.52665037,31.21856628
87,921.39,76.082,1.901399,2.572481,0.04,300.0,47.52
88,915.9144357,69.38887311,10.97695077,14.29761714,0.0,9.397156951,8.498335363
89,919.0,68.162,1.7224438,2.3040482,0.0,0.0,34.63
90,918.8846912,72.89987778,1.026577543,1.482193818,0.0,0.0,18.91876489
91,915.32,83.84,1.5211192,2.0579848,0.0,0.0,17.49
92,918.8503361,74.08463941,3.416405485,4.748526322,0.0,0.0,11.07931552
93,921.4081299,47.97039461,10.99845315,14.38541279,0.0,0.0,22.14770138
94,913.3,79.376,3.2211936,4.0936002,0.0,0.0,13.07
95,927.61,54.896,4.9883762,7.2029468,0.0,0.0,13.51
96,921.8744784,68.09384795,2.14658555,2.891294671,0.0,0.0,12.47944521
97,921.54,43.16,23.5549782,29.8407796,0.05,100.0,19.38
98,916.52,51.638,7.4042714,8.388525,0.37,2170.0,91.69
99,921.39,46.67,1.7000744,2.2145706,0.0,0.0,38.09
100,918.9,77.558,1.1855782,1.8342908,0.0,0.0,62.1
101,919.56,78.476,5.9502604,6.9792528,0.0,0.0,20.19
102,919.4478167,61.5186601,14.40562685,17.6112668,0.0,0.0,19.53916528
103,921.5,54.536,5.0107456,6.4423872,0.0,0.0,82.28
104,919.7734056,68.72379995,16.12642905,20.82389079,0.0,0.0,15.05815004
105,917.4,73.868,4.138339,4.7646822,0.05,460.0,58.91
106,914.95,47.21,7.6279654,8.612219,20.02,11650.0,90.68
107,918.1229673,69.6873731,3.65013425,4.774079056,0.0,0.0,17.1085399
108,920.36,74.192,4.7199434,5.5699806,0.0,0.0,14.73
109,923.62,62.6,4.9436374,6.0621074,0.0,0.0,28.55
110,922.7114407,47.52111016,6.11125373,7.451948553,0.0,0.0,50.75183903
111,915.29,58.82,15.6138412,-,0.0,0.0,21.5
112,916.45,62.654,3.5343652,4.4291412,0.0,0.0,47.43
113,922.88,53.744,2.8185444,3.6685816,0.0,0.0,28.68
114,915.1,47.138,3.8922756,5.480503,0.0,0.0,72.29
115,918.29,75.236,2.3040482,2.9751302,0.0,0.0,35.96
116,919.5613327,69.16552065,1.382894185,2.031606785,0.0,0.0,15.93544664
117,917.3973494,79.24467791,1.110306816,1.542676075,0.0,0.0,13.36818385
118,918.2,65.984,2.8856526,3.7580592,0.0,0.0,13.85
119,915.17,51.17,1.565858,2.4158952,0.0,0.0,89.85
120,920.7,76.172,6.263432,7.270055,0.0,0.0,35.85
121,920.59,75.002,1.1632088,1.789552,0.0,0.0,13.92
122,918.32,74.732,2.0579848,3.019869,0.0,0.0,27.48
123,920.18,62.744,3.019869,3.8251674,0.0,0.0,45.21
124,913.61,79.628,3.2659324,3.7580592,0.0,0.0,12.76
125,923.3172954,70.34564733,4.181992575,5.402380134,0.0,0.0,18.35525613
126,917.69,75.038,3.131716,4.8317904,0.0,0.0,48.53
127,923.3242454,57.18647316,9.994809533,12.92188913,0.0,0.0,17.44536238
128,916.04,88.844,1.4092722,2.1922012,0.0,0.0,7.37
129,923.485042,68.45261063,4.671545946,6.483996384,0.0,0.0,18.39975068
130,916.5,76.928,1.2974252,1.9237684,0.0,0.0,42.52
131,918.0,66.866,2.684328,3.2659324,0.0,0.0,62.27
132,916.27,71.726,12.2136924,13.4440094,0.0,0.0,16.09
133,919.61,70.25,3.4001488,5.0778538,0.0,0.0,19.64
134,920.201586,57.81023706,5.38511667,7.435259553,0.0,0.0,14.3792334
135,918.8,48.416,2.0579848,2.9527608,0.0,0.0,65.12
136,921.6348996,65.89729045,3.016972003,4.018967337,0.0,0.0,10.72026911
137,919.08,72.752,2.460634,3.131716,0.0,0.0,41.95
138,913.06,64.814,1.1855782,1.9461378,0.0,0.0,60.8
139,921.9332984,64.61826922,3.815591981,4.733501,0.0,0.0,12.2849738
140,917.21,75.416,2.3040482,3.1540854,0.0,0.0,48.57
141,923.8315596,50.00212297,5.9064336,7.165717543,0.0,0.0,39.93988672
142,921.1862235,71.20382278,1.690793397,2.673681467,0.0,0.0,17.10315068
143,915.56,57.308,9.4846256,10.3794016,0.0,0.0,37.21
144,918.77,68.648,2.1474624,2.9527608,0.0,0.0,34.08
145,914.97,73.688,2.2593094,3.0646078,0.0,0.0,40.98
146,924.722875,61.12808283,8.576565466,11.44865044,0.0,0.0,17.20774274
147,916.79,76.424,2.3935258,3.2883018,0.0,0.0,33.11
148,916.55,57.956,3.131716,4.0712308,0.0,0.0,60.46
149,919.66,66.92,2.2145706,3.1988242,0.0,0.0,28.14
150,923.1877827,56.53274375,7.695570649,9.427236293,0.0,0.0,13.49691652
151,916.55,53.51,3.802798,4.9436374,0.01,10.0,84.48
152,917.22,79.952,3.6014734,4.585727,0.0,0.0,23.25
153,919.9,56.048,3.8699062,4.5409882,0.0,0.0,18.95
154,921.7,53.564,5.256809,6.8002976,0.0,0.0,19.89
155,919.27,50.054,2.9303914,3.9593838,0.0,0.0,70.76
156,926.1773682,66.06856811,16.99667398,20.49697829,0.0,0.0,14.58678058
157,921.5741147,75.25061053,1.963296053,2.648661988,0.035743013,268.0726009,43.52907512
158,918.32,55.454,6.4647566,7.8516594,0.0,0.0,24.28
159,915.7,56.534,1.6329662,2.1698318,0.0,0.0,81.99
160,921.507308,73.19115622,3.390924927,5.577992393,0.0,0.0,13.80796287
161,917.6,47.66,1.6105968,2.23694,0.0,0.0,89.84
162,920.77,70.718,4.4067718,5.0778538,0.0,0.0,13.16
163,915.6968387,86.23975056,1.742951989,2.503003987,0.0,0.0,8.810402446
164,913.7,64.886,3.467257,4.0936002,0.0,0.0,38.22
165,921.2110659,59.81076306,17.89629188,23.43976847,0.0,8.213187173,8.762945026
166,920.9,60.314,2.3040482,2.8856526,0.0,0.0,62.44
167,918.7138944,65.21846162,5.723355288,7.095593332,0.0,0.0,18.6347566
168,917.7062236,81.45133349,1.734641613,2.427703597,0.0,0.0,15.90510835
169,919.6,46.922,16.2401844,18.0521058,0.03,293.0,91.34
170,925.96,56.966,17.8731506,22.2799224,0.0,10.0,15.36
171,918.98,78.944,1.565858,2.1027236,0.0,0.0,36.35
172,917.7,74.786,6.6660812,8.2990474,0.0,0.0,22.33
173,919.9030809,55.96469778,8.828660563,11.03419158,0.0,0.0,20.43537504
174,923.61,58.406,10.6030956,13.6229646,0.0,0.0,17.98
175,915.15,84.236,1.11847,1.8342908,0.0,0.0,35.47
176,922.17,56.696,12.2136924,15.5914718,0.0,0.0,14.93
177,915.9,-,4.7199434,5.3462866,0.0,0.0,29.26
178,918.4,60.926,5.1897008,5.6818276,0.0,0.0,13.16
179,919.4779271,68.06004299,10.56738329,13.6928726,0.0,6.534115493,9.374424197
180,916.1,51.224,3.2659324,4.026492,0.0,0.0,88.43
181,915.63,72.356,3.802798,5.256809,0.0,0.0,52.34
182,919.0,61.25,5.6147194,6.7331894,0.0,0.0,32.16
183,916.8176734,84.28745579,1.892737962,3.085170344,0.0,0.0,13.6867076
184,914.98,84.362,1.4316416,1.9685072,0.0,0.0,37.64
185,918.8767448,77.0837053,4.324869059,5.06360032,0.0,0.0,10.07382203
186,916.5,71.042,2.4158952,3.2211936,0.0,0.0,49.01
187,922.1878752,56.86397406,12.29836798,15.68908393,0.0,0.0,14.94945239
188,922.57,69.368,2.6395892,3.6014734,0.0,0.0,19.95
189,924.14,55.562,3.243563,4.0488614,0.01,140.0,90.66
190,919.74,57.506,1.9685072,2.8185444,0.0,0.0,37.44
191,924.05,47.246,13.980875,17.8507812,0.0,20.0,16.71
192,920.59,42.62,5.256809,6.9121446,1.53,4310.0,36.79
193,917.8,66.002,2.2816788,3.3106712,0.0,0.0,32.06
194,919.36,48.74,2.5277422,3.6685816,0.0,70.0,90.7
195,918.3914977,73.16857813,1.63004495,2.24738385,0.0,0.0,11.81458456
196,911.7,47.804,3.3106712,4.0712308,0.0,0.0,90.09
197,920.93,75.434,2.1474624,2.9751302,0.0,0.0,15.09
198,922.698232,60.27479795,3.300545669,5.146777719,0.0,0.0,19.8183735
199,922.9020623,60.81012419,1.906562783,2.449735011,0.0,0.0,8.3099531
200,920.4057949,49.68650273,10.22502142,13.19277025,0.0,0.0,23.07243455
201,924.3902265,66.09908715,9.650178615,11.31602568,0.0,0.0,13.09353397
202,916.4,50.666,1.006623,1.4987498,0.0,0.0,91.15
203,913.52,62.51,8.3214168,9.3056704,0.0,0.0,40.25
204,907.99,41.36,12.2584312,17.7613036,0.98,3079.0,89.68
205,917.65,84.272,1.0513618,1.6105968,0.0,0.0,16.68
206,920.0,74.894,6.9792528,8.9701294,0.0,0.0,27.36
207,915.49,59.324,3.3777794,4.5633576,0.0,0.0,66.45
208,922.89,63.176,4.4067718,5.7265664,0.0,0.0,31.74
209,918.3,64.004,6.6213424,8.0306146,0.0,0.0,8.73
210,918.14,79.106,2.2816788,2.8856526,0.0,0.0,20.13
211,918.3095406,75.05238781,2.013337411,2.665303283,0.0,0.0,10.67546224
212,923.8852213,58.60710231,11.21570137,14.47634577,0.0,0.0,17.3082965
213,921.54,45.284,8.4108944,9.3727786,0.08,397.0,77.13
214,920.627327,78.66944499,2.901135951,3.968540654,0.0,0.0,18.10408267
215,917.24,45.482,7.2253162,10.5583568,0.06,740.0,55.88
216,918.88,60.692,4.362033,4.921268,0.0,0.0,34.77
217,923.6,40.622,1.7224438,2.7514362,0.0,10.0,79.26
218,921.1268634,48.61428416,11.3135682,15.0339002,0.0,0.0,28.24334024
219,921.6140613,60.53349648,4.472759068,5.664554056,0.0,0.0,11.81543762
220,923.7574672,70.92150085,5.090498516,6.46314964,0.0,0.0,17.41592061
221,919.0364128,74.21498778,2.924410013,3.618356966,0.0,0.0,13.41607864
222,915.5,68.81,3.5567346,4.585727,0.0,0.0,50.36
223,917.8075395,79.46219997,1.465764042,1.96225087,0.0,0.0,14.86957859
224,918.71,40.46,16.1283374,18.2757998,0.0,40.0,79.78
225,916.31,79.502,6.71082,8.1424616,0.0,0.0,24.16
226,914.7,63.572,8.5674802,10.625465,0.0,0.0,51.62
227,917.86,66.776,1.5211192,2.3040482,0.0,0.0,51.97
228,920.4809981,65.5192357,3.77668495,4.586099132,0.0,0.0,22.89603974
229,919.28,72.644,4.7199434,5.8831522,0.01,20.0,47.51
230,915.6,56.282,3.1988242,4.1607084,0.0,0.0,89.95
231,918.9,76.874,2.8632832,3.6685816,0.0,0.0,32.28
232,917.4,70.322,6.1292156,7.1358386,0.05,270.0,49.43
233,921.65,62.87,10.7149426,13.7124422,0.0,0.0,21.11
234,915.61,69.314,10.9162672,14.204569,0.0,10.0,8.3
235,915.8361258,70.55233656,3.337398212,4.142721001,0.0,0.0,10.91538616
236,922.18,42.476,7.1358386,8.4556332,0.0,0.0,84.08
237,923.5521786,71.09229021,3.942863916,5.165807062,0.0,0.0,13.30978526
238,921.4455101,62.93208054,9.134018007,11.65902058,0.0,0.0,16.54143045
239,920.85,57.398,9.1267152,10.6030956,0.0,0.0,13.49
240,920.02,49.946,8.388525,9.8201666,0.0,0.0,50.36
241,921.34,62.402,11.8334126,16.5757254,0.0,0.0,20.63
242,916.5815039,75.22466243,6.690025815,7.53528201,0.0,0.0,15.48874732
243,922.32,55.526,9.395148,10.849159,0.02,60.0,91.12
244,917.08,63.968,3.4896264,4.362033,0.0,0.0,22.56
245,920.0421425,65.20178968,3.626740706,4.628611525,0.0,0.0,24.3668217
246,920.5,40.838,5.5699806,6.9792528,0.0,90.0,70.31
247,916.45,74.318,1.0513618,1.7671826,0.0,0.0,24.75
248,915.4,45.392,11.2070694,15.0098674,0.56,2495.0,90.47
249,919.55,59.09,20.8930196,24.6958176,0.0,0.0,12.86
250,917.6,74.93,11.6544574,15.099345,0.0,70.0,53.83
251,921.3913192,68.22350765,4.538617584,5.40260097,0.0,0.0,10.45281845
252,917.56,68.612,7.605596,8.6793272,0.0,0.0,40.14
253,923.9079209,72.72259406,2.611461343,3.461424717,0.0,0.0,16.69798676
254,918.1,73.454,1.454011,2.23694,0.0,0.0,19.25
255,919.6158852,71.29991157,4.266622538,6.046422157,0.0,0.0,14.42305345
256,914.06,68.63,3.9817532,5.0778538,0.0,0.0,59.21
257,915.2653904,80.31328745,1.381721488,1.838716306,0.0,0.0,19.29905188
258,923.054433,65.16357022,3.544045494,4.943764538,0.0,0.0,11.99979093
259,914.83,74.57,1.4092722,2.23694,0.0,0.0,47.51
260,916.65,89.402,1.7224438,2.1922012,0.0,0.0,12.05
261,919.47,84.578,3.131716,3.9817532,0.0,0.0,16.74
262,923.5966068,58.38059785,10.63627255,13.67142306,0.0,-,17.99087636
263,915.1019014,73.21167026,1.359570338,1.988785063,0.0,0.0,22.7612053
264,919.71,70.286,2.796175,5.144962,0.171,999.0,12.21
265,916.9,68.378,0.6934514,1.2750558,0.0,0.0,20.19
266,923.78,64.454,4.0041226,5.5699806,0.0,0.0,10.97
267,922.85,63.086,15.434886,19.3047922,0.0,0.0,15.67
268,920.4,59.54,1.9461378,2.4830034,0.86,6950.0,43.63
269,920.5277587,60.43336922,12.48279264,15.31898188,0.0,0.0,18.13637262
270,921.4611652,63.11632857,9.38454164,11.99709279,0.0,0.0,16.22531864
271,923.82,64.364,2.9751302,3.467257,0.0,0.0,22.19
272,915.73,45.734,7.3147938,8.500372,0.0,0.0,90.61
273,917.15,49.37,10.2004464,12.6610804,0.0,0.0,34.7
274,922.7542207,50.31093889,13.45038354,17.76127697,0.0,0.0,28.34741392
275,920.6319977,68.61954067,3.9575881,5.106171337,0.0,0.0,15.45566476
276,917.0108508,85.71935991,2.327021942,3.09794544,0.0,0.0,15.66874657
277,920.48,62.6,2.7514362,3.8699062,0.0,0.0,52.58
278,916.4,78.512,3.914645,4.6304658,0.0,0.0,34.71
279,915.71,86.342,1.7448132,2.5053728,0.0,0.0,8.68
280,913.8,68.954,2.23694,3.5343652,0.0,0.0,35.16
281,929.32,49.982,1.789552,3.0422384,0.0,0.0,11.34
282,920.8759517,74.20858416,8.161792183,10.26903163,0.0,0.0,15.66055566
283,919.84,49.532,5.9502604,6.9568834,24.02,6690.0,91.4
284,920.9025993,56.99471668,2.901722608,3.511527166,0.0,0.0,21.67838488
285,919.8622252,75.40805734,1.644036217,2.555761291,0.0,0.0,14.79946385
286,913.6332677,82.66416426,1.311490874,1.907801164,0.0,0.0,15.61173428
287,913.49,51.098,5.3015478,6.7779282,0.0,0.0,76.05
288,913.26,48.254,11.4978716,14.1821996,0.0,150.0,89.75
289,918.55,52.754,3.019869,4.4291412,0.0,0.0,66.2
290,921.5654424,64.34359081,11.05326069,14.24896635,0.0,0.0,14.11972166
291,918.3,51.836,1.677705,2.2593094,0.02,240.0,61.38
292,916.8678815,81.45214955,1.876678521,2.651073695,0.0,0.0,27.88601462
293,917.8037736,77.0278835,5.352933499,6.366609824,0.0,0.0,19.9366652
294,916.4723882,75.9300745,4.900103325,5.902168621,0.0,0.0,19.74461351
295,920.3305959,72.24249065,2.815387376,3.963595764,0.0,0.0,18.83472065
296,916.12,49.082,1.7000744,2.572481,0.0,0.0,77.33
297,917.3,73.616,2.4158952,3.467257,0.0,0.0,12.99
298,923.2818523,48.74219853,14.15724013,18.20855047,0.0,17.74736746,17.25063181
299,923.21,43.862,1.2526864,1.9685072,0.725,5558.0,85.0
300,915.6,77.918,3.5119958,4.4515106,0.0,0.0,24.71
301,913.34,57.218,3.7133204,4.47388,0.0,0.0,81.77
302,916.75,61.574,2.5501116,3.1540854,0.0,0.0,35.24
303,918.59,51.08,4.697574,5.7265664,0.02,80.0,46.23
304,919.5763366,63.60195396,6.086013317,7.3882197,0.0,0.0,10.01830228
305,916.1,56.426,10.2451852,12.079476,0.0,0.0,22.64
306,913.97,72.824,1.4987498,2.1922012,0.0,0.0,25.92
307,917.9558332,78.38301444,5.73771025,7.192632706,0.0,0.0,19.42487217
308,920.0422643,69.22872653,21.18064407,26.44910475,0.0,34.23159729,14.76320266
309,919.1,84.146,1.7224438,2.684328,0.0,0.0,28.29
310,918.03,44.06,7.5161184,9.9096442,0.02,250.0,90.43
311,919.49,85.55,3.1764548,4.0488614,0.0,0.0,16.08
312,915.1,89.78,2.6395892,3.7580592,0.0,0.0,30.27
313,916.5427326,76.53272584,3.729839123,4.7199434,0.0,0.0,12.40234867
314,919.4138095,67.50973314,1.10993661,1.779403225,0.0,0.0,16.46413937
315,917.09,63.266,6.7331894,7.9635064,0.0,0.0,62.82
316,917.93,48.056,2.684328,3.8922756,0.0,40.0,82.81
317,913.2,63.374,7.2253162,8.500372,0.0,0.0,49.18
318,919.76,54.284,4.2054472,4.921268,0.0,0.0,17.77
319,921.9,78.206,5.368656,7.4490102,0.0,0.0,13.49
320,918.1,58.766,4.6304658,5.8607828,0.0,0.0,87.9
321,921.9102504,53.60209408,12.12761178,15.60581857,0.0,0.0,17.36394962
322,926.7620317,54.7048843,5.026891007,7.145174589,0.0,0.0,14.42540404
323,918.1,44.726,9.0148682,10.737312,0.0,10.0,87.27
324,917.54,71.384,2.1698318,2.7066974,3.6,10970.0,75.48
325,920.4,79.178,1.6553356,2.3711564,0.0,0.0,40.04
326,926.55,62.762,14.8309122,18.790296,0.0,0.0,11.22
327,916.3,58.496,4.0712308,4.7199434,0.0,0.0,24.05
328,921.4118864,62.02707785,8.247016861,10.4455477,0.0,0.0,19.01460029
329,919.4216453,68.22001132,1.216893216,1.865605816,0.0,0.0,16.41271205
330,918.1,61.988,11.0504836,12.7281886,0.0,0.0,19.24
331,918.9020905,73.50249595,0.958510766,1.439668078,0.0,0.0,12.87453981
332,918.6948668,74.67577296,2.644399729,3.479075859,0.0,0.0,10.83953628
333,919.92,52.214,1.9908766,2.7738056,0.0,0.0,60.33
334,916.23,75.74,2.7514362,4.1830778,-,1480.0,31.88
335,913.2,39.02,8.8135436,11.072853,0.01,130.0,91.42
336,912.89,45.32,21.25093,23.5773476,0.03,250.0,84.09
337,924.72,63.518,1.3645334,1.8119214,0.0,0.0,7.32
338,912.8,42.512,11.3860246,12.7281886,0.0,0.0,89.77
339,916.4,72.968,3.1988242,3.9593838,0.0,0.0,19.96
340,920.5194575,81.37174566,2.614439223,3.539454826,0.0,0.0,15.82215431
341,921.48,76.622,4.2054472,5.3910254,0.0,0.0,19.08
342,908.42,46.112,16.217815,21.2732994,0.07,400.0,91.17
343,916.28,47.858,10.625465,13.6900728,0.0,0.0,57.7
344,917.06,79.178,1.4987498,2.2145706,0.0,0.0,34.3
345,920.53,81.95,10.1557076,12.7058192,0.0,0.0,19.8
346,919.9688186,66.6956673,9.361890964,10.8475151,0.0,0.0,17.82731464
347,920.1812947,58.90810931,9.395120679,11.73543121,0.0,0.0,18.93314198
348,915.69,43.646,9.171454,11.1175918,0.0,80.0,91.88
349,923.0384033,60.63699846,17.0708015,22.10491764,1.21e-05,20.04838365,8.902153072
350,917.12,45.896,3.4001488,3.9817532,0.0,0.0,89.03
351,917.15,59.954,6.6884506,7.381902,0.0,0.0,20.12
352,925.28,66.47,11.2294388,15.3454084,0.0,0.0,13.93
353,919.7073418,68.27722271,3.95103064,5.183273101,0.0,0.0,14.76524046
354,922.8213104,67.81330144,9.555245,11.55889198,0.0,0.0,14.89222774
355,917.6,81.914,1.677705,2.348787,0.0,0.0,29.99
356,919.11,58.46,2.1698318,2.8185444,0.0,0.0,32.7
357,921.6848174,61.05388861,10.9939139,13.95291529,0.0,0.0,17.74130451
358,917.44,58.514,10.0214912,12.7058192,0.0,0.0,13.88
359,923.9819454,68.21749494,5.170105725,7.160321329,0.0,0.0,18.27735168
360,919.0136723,62.59743172,3.643050208,4.869821116,0.0,0.0,22.37015948
361,920.4449457,65.80184531,21.52017709,25.54911195,-,40.36401816,12.27871544
362,926.5,71.114,12.1018454,14.8085428,0.0,0.0,13.94
363,920.0038902,69.31791272,4.670853574,6.047160368,0.0,0.0,13.76670499
364,917.7,65.372,3.0646078,4.5409882,0.0,0.0,22.93
365,917.85,65.372,1.454011,2.23694,0.0,0.0,39.37
366,924.94,57.164,14.0256138,18.6560796,0.0,0.0,19.24
367,918.1,49.946,1.454011,2.23694,0.0,0.0,91.87
368,924.789568,71.20520678,2.522801012,3.373798753,0.0,0.0,15.13919915
369,916.32,63.032,3.9593838,4.6528352,0.0,0.0,37.05
370,917.35,74.948,1.3197946,1.9237684,0.0,0.0,57.9
371,917.8,75.902,8.7464354,12.5939722,0.0,0.0,42.09
372,911.45,66.326,1.8342908,2.8856526,0.0,0.0,47.61
373,918.3,78.854,2.8409138,3.9370144,0.0,0.0,15.77
374,916.4752029,78.65687296,2.639039347,3.39497844,0.0,0.0,17.63831369
375,918.0264534,73.44189552,1.366093834,2.032277076,0.0,0.0,10.41924474
376,916.9860065,75.84382067,1.30391354,1.889003196,0.0,0.0,17.43009839
377,915.92,47.444,4.1159696,5.3462866,0.0,0.0,72.38
378,924.1,64.706,10.5807262,12.3926476,0.0,0.0,13.05
379,916.63,65.228,1.1855782,1.8342908,0.0,0.0,15.09
380,917.2,74.138,3.0646078,3.7133204,0.0,0.0,13.32
381,918.48,66.542,3.467257,4.4067718,-,0.0,20.64
382,921.11,63.968,3.2883018,4.026492,0.0,0.0,26.6
383,918.6370623,73.42994491,1.024885233,1.634550395,0.0,0.0,12.96076068
384,922.1838463,54.79058849,6.611144735,8.528633998,0.0,0.0,19.40615365
385,913.07,57.614,2.5501116,3.2211936,0.0,0.0,76.67
386,913.32,79.214,2.8409138,4.1159696,0.0,0.0,17.69
387,914.63,55.4,5.368656,6.4200178,0.04,380.0,91.49
388,915.71,78.044,4.2725554,5.1897008,0.0,0.0,26.53
